lat,lon,rsrp 
39.6132,-107.008,-110
39.6132,-107.008,-83
39.6129,-107.048,-107
39.6129,-107.047,-107
39.6129,-107.044,-102
39.6129,-107.044,-102
39.6129,-107.043,-105
39.6129,-107.043,-100
39.6129,-107.043,-101
39.6129,-107.043,-100
39.6129,-107.041,-98
39.6129,-107.034,-86
39.6129,-107.033,-86
39.6129,-107.026,-82
39.6129,-107.026,-81
39.6129,-107.021,-93
39.6129,-107.021,-93
39.6129,-107.021,-85
39.6129,-107.02,-93
39.6129,-107.02,-90
39.6129,-107.02,-92
39.6129,-107.02,-92
39.6129,-107.019,-85
39.6129,-107.019,-92
39.6129,-107.019,-106
39.6129,-107.018,-91
39.6129,-107.018,-85
39.6129,-107.018,-91
39.6129,-107.017,-91
39.6129,-107.017,-104
39.6129,-107.017,-91
39.6129,-107.016,-90
39.6129,-107.016,-90
39.6129,-107.016,-90
39.6129,-107.016,-90
39.6129,-107.015,-90
39.6129,-107.015,-78
39.6129,-107.014,-81
39.6129,-107.014,-86
39.6129,-107.014,-82
39.6129,-107.009,-87
39.6129,-107.008,-112
39.6129,-107.007,-113
39.6129,-107.007,-112
39.6129,-107.007,-90
39.6127,-107.045,-103
39.6127,-107.045,-103
39.6127,-107.045,-104
39.6127,-107.044,-105
39.6127,-107.044,-105
39.6127,-107.042,-103
39.6127,-107.042,-104
39.6127,-107.041,-103
39.6127,-107.041,-99
39.6127,-107.041,-99
39.6127,-107.034,-98
39.6127,-107.033,-96
39.6127,-107.033,-84
39.6127,-107.027,-84
39.6127,-107.021,-86
39.6127,-107.021,-93
39.6127,-107.02,-93
39.6127,-107.02,-93
39.6127,-107.02,-89
39.6127,-107.02,-106
39.6127,-107.019,-92
39.6127,-107.019,-84
39.6127,-107.019,-89
39.6127,-107.018,-89
39.6127,-107.018,-89
39.6127,-107.018,-86
39.6127,-107.017,-84
39.6127,-107.017,-91
39.6127,-107.016,-83
39.6127,-107.016,-90
39.6127,-107.016,-90
39.6127,-107.016,-90
39.6127,-107.015,-90
39.6127,-107.015,-92
39.6127,-107.015,-86
39.6127,-107.014,-84
39.6127,-107.014,-87
39.6127,-107.014,-89
39.6127,-107.013,-90
39.6124,-107.046,-105
39.6124,-107.046,-104
39.6124,-107.046,-103
39.6124,-107.046,-103
39.6124,-107.045,-105
39.6124,-107.043,-99
39.6124,-107.043,-101
39.6124,-107.043,-102
39.6124,-107.042,-101
39.6124,-107.034,-94
39.6124,-107.033,-95
39.6124,-107.033,-94
39.6124,-107.027,-81
39.6124,-107.026,-83
39.6124,-107.023,-95
39.6124,-107.02,-107
39.6124,-107.02,-93
39.6124,-107.02,-93
39.6124,-107.019,-89
39.6124,-107.019,-108
39.6124,-107.018,-92
39.6124,-107.018,-88
39.6124,-107.018,-89
39.6124,-107.017,-83
39.6124,-107.016,-84
39.6124,-107.016,-91
39.6124,-107.016,-86
39.6124,-107.016,-90
39.6124,-107.015,-85
39.6124,-107.014,-84
39.6124,-107.014,-91
39.6124,-107.014,-90
39.6124,-107.013,-90
39.6124,-107.013,-90
39.6124,-107.007,-92
39.6124,-107.006,-91
39.6124,-107.006,-90
39.6124,-107.006,-94
39.6121,-107.045,-102
39.6121,-107.044,-102
39.6121,-107.044,-102
39.6121,-107.044,-102
39.6121,-107.043,-103
39.6121,-107.043,-103
39.6121,-107.042,-101
39.6121,-107.041,-102
39.6121,-107.033,-95
39.6121,-107.026,-88
39.6121,-107.026,-88
39.6121,-107.023,-100
39.6121,-107.02,-92
39.6121,-107.018,-91
39.6121,-107.016,-85
39.6121,-107.016,-84
39.6121,-107.016,-85
39.6121,-107.015,-90
39.6121,-107.015,-81
39.6121,-107.015,-82
39.6121,-107.014,-85
39.6121,-107.014,-91
39.6121,-107.014,-82
39.6121,-107.013,-91
39.6121,-107.008,-90
39.6121,-107.006,-95
39.6121,-107.006,-92
39.6121,-107.006,-92
39.6121,-107.006,-97
39.6121,-107.005,-92
39.6121,-106.991,-100
39.6121,-106.991,-94
39.6121,-106.991,-92
39.6121,-106.99,-92
39.6118,-107.046,-105
39.6118,-107.046,-105
39.6118,-107.045,-103
39.6118,-107.045,-103
39.6118,-107.045,-104
39.6118,-107.045,-105
39.6118,-107.044,-103
39.6118,-107.044,-105
39.6118,-107.044,-105
39.6118,-107.043,-103
39.6118,-107.043,-99
39.6118,-107.043,-100
39.6118,-107.042,-100
39.6118,-107.033,-95
39.6118,-107.033,-94
39.6118,-107.033,-94
39.6118,-107.026,-82
39.6118,-107.026,-83
39.6118,-107.02,-91
39.6118,-107.018,-97
39.6118,-107.018,-93
39.6118,-107.016,-86
39.6118,-107.016,-94
39.6118,-107.016,-82
39.6118,-107.015,-90
39.6118,-107.014,-86
39.6118,-107.014,-86
39.6118,-107.006,-92
39.6118,-106.991,-94
39.6118,-106.99,-96
39.6116,-107.047,-107
39.6116,-107.047,-106
39.6116,-107.046,-106
39.6116,-107.046,-105
39.6116,-107.046,-103
39.6116,-107.046,-107
39.6116,-107.045,-103
39.6116,-107.045,-103
39.6116,-107.045,-103
39.6116,-107.045,-104
39.6116,-107.044,-104
39.6116,-107.044,-102
39.6116,-107.044,-103
39.6116,-107.043,-100
39.6116,-107.043,-100
39.6116,-107.043,-100
39.6116,-107.034,-96
39.6116,-107.033,-95
39.6116,-107.033,-98
39.6116,-107.033,-94
39.6116,-107.027,-81
39.6116,-107.023,-91
39.6116,-107.021,-92
39.6116,-107.015,-73
39.6116,-107.015,-93
39.6116,-107.015,-87
39.6116,-107.014,-90
39.6116,-107.013,-80
39.6116,-107.008,-90
39.6116,-107.003,-94
39.6113,-107.047,-105
39.6113,-107.047,-103
39.6113,-107.047,-103
39.6113,-107.046,-103
39.6113,-107.046,-103
39.6113,-107.046,-103
39.6113,-107.046,-103
39.6113,-107.045,-103
39.6113,-107.045,-105
39.6113,-107.045,-106
39.6113,-107.045,-106
39.6113,-107.044,-103
39.6113,-107.044,-102
39.6113,-107.043,-102
39.6113,-107.043,-102
39.6113,-107.043,-101
39.6113,-107.042,-100
39.6113,-107.033,-99
39.6113,-107.033,-96
39.6113,-107.033,-95
39.6113,-107.032,-97
39.6113,-107.032,-94
39.6113,-107.031,-94
39.6113,-107.031,-97
39.6113,-107.031,-93
39.6113,-107.027,-81
39.6113,-107.025,-84
39.6113,-107.024,-87
39.6113,-107.023,-89
39.6113,-107.021,-99
39.6113,-107.017,-99
39.6113,-107.015,-72
39.6113,-107.008,-95
39.6113,-107.008,-89
39.6113,-107.003,-95
39.611,-107.047,-105
39.611,-107.047,-105
39.611,-107.047,-105
39.611,-107.046,-105
39.611,-107.046,-105
39.611,-107.046,-105
39.611,-107.046,-107
39.611,-107.045,-103
39.611,-107.045,-105
39.611,-107.044,-104
39.611,-107.044,-105
39.611,-107.044,-106
39.611,-107.043,-106
39.611,-107.043,-104
39.611,-107.034,-92
39.611,-107.034,-100
39.611,-107.033,-92
39.611,-107.033,-99
39.611,-107.033,-99
39.611,-107.033,-99
39.611,-107.032,-100
39.611,-107.032,-97
39.611,-107.032,-94
39.611,-107.031,-94
39.611,-107.031,-96
39.611,-107.031,-86
39.611,-107.031,-87
39.611,-107.027,-81
39.611,-107.027,-83
39.611,-107.024,-84
39.611,-107.024,-85
39.611,-107.02,-139
39.611,-107.004,-105
39.611,-107.002,-97
39.611,-107.002,-95
39.6107,-107.048,-105
39.6107,-107.047,-105
39.6107,-107.047,-104
39.6107,-107.047,-108
39.6107,-107.046,-107
39.6107,-107.046,-106
39.6107,-107.045,-106
39.6107,-107.045,-102
39.6107,-107.045,-103
39.6107,-107.045,-104
39.6107,-107.044,-106
39.6107,-107.044,-103
39.6107,-107.044,-103
39.6107,-107.043,-104
39.6107,-107.034,-92
39.6107,-107.034,-100
39.6107,-107.033,-100
39.6107,-107.033,-99
39.6107,-107.033,-99
39.6107,-107.033,-95
39.6107,-107.032,-95
39.6107,-107.032,-97
39.6107,-107.032,-100
39.6107,-107.031,-96
39.6107,-107.031,-94
39.6107,-107.031,-86
39.6107,-107.025,-82
39.6107,-107.025,-85
39.6107,-107.024,-82
39.6107,-107.023,-87
39.6107,-107.022,-102
39.6107,-107.021,-79
39.6107,-107.017,-98
39.6107,-107.005,-97
39.6107,-107.004,-96
39.6107,-107.004,-100
39.6107,-107.003,-100
39.6107,-107.003,-96
39.6107,-107.002,-98
39.6107,-107.002,-96
39.6107,-107.001,-96
39.6104,-107.048,-107
39.6104,-107.048,-107
39.6104,-107.046,-103
39.6104,-107.046,-103
39.6104,-107.046,-103
39.6104,-107.046,-103
39.6104,-107.045,-103
39.6104,-107.045,-106
39.6104,-107.045,-102
39.6104,-107.045,-103
39.6104,-107.043,-101
39.6104,-107.034,-92
39.6104,-107.034,-100
39.6104,-107.033,-100
39.6104,-107.033,-100
39.6104,-107.033,-101
39.6104,-107.033,-101
39.6104,-107.032,-100
39.6104,-107.032,-96
39.6104,-107.031,-94
39.6104,-107.031,-94
39.6104,-107.031,-87
39.6104,-107.03,-90
39.6104,-107.026,-82
39.6104,-107.025,-82
39.6104,-107.025,-86
39.6104,-107.022,-139
39.6104,-107.021,-112
39.6104,-107.021,-109
39.6104,-107.017,-107
39.6104,-107.004,-97
39.6104,-107.003,-98
39.6102,-107.048,-104
39.6102,-107.047,-104
39.6102,-107.047,-103
39.6102,-107.047,-103
39.6102,-107.046,-104
39.6102,-107.046,-104
39.6102,-107.046,-105
39.6102,-107.034,-93
39.6102,-107.034,-93
39.6102,-107.033,-94
39.6102,-107.033,-95
39.6102,-107.033,-100
39.6102,-107.032,-100
39.6102,-107.032,-100
39.6102,-107.032,-96
39.6102,-107.031,-88
39.6102,-107.031,-89
39.6102,-107.026,-81
39.6102,-107.025,-79
39.6102,-107.025,-80
39.6102,-107.025,-82
39.6102,-107.023,-84
39.6102,-107.022,-139
39.6102,-107.021,-107
39.6102,-107.021,-113
39.6102,-107.021,-140
39.6102,-107.02,-140
39.6102,-107.02,-78
39.6102,-107.017,-87
39.6099,-107.048,-104
39.6099,-107.047,-106
39.6099,-107.047,-106
39.6099,-107.045,-102
39.6099,-107.045,-103
39.6099,-107.034,-96
39.6099,-107.034,-97
39.6099,-107.033,-95
39.6099,-107.033,-101
39.6099,-107.032,-101
39.6099,-107.031,-100
39.6099,-107.031,-88
39.6099,-107.026,-83
39.6099,-107.025,-81
39.6099,-107.023,-139
39.6099,-107.023,-140
39.6099,-107.022,-108
39.6099,-107.022,-108
39.6099,-107.021,-108
39.6099,-107.021,-140
39.6099,-107.011,-92
39.6096,-107.046,-105
39.6096,-107.046,-104
39.6096,-107.038,-106
39.6096,-107.034,-101
39.6096,-107.034,-102
39.6096,-107.033,-96
39.6096,-107.033,-96
39.6096,-107.033,-101
39.6096,-107.032,-98
39.6096,-107.032,-96
39.6096,-107.032,-95
39.6096,-107.031,-95
39.6096,-107.026,-84
39.6096,-107.023,-78
39.6096,-107.023,-109
39.6096,-107.022,-108
39.6096,-107.022,-109
39.6096,-107.021,-110
39.6096,-107.021,-108
39.6096,-107.02,-83
39.6096,-107.02,-86
39.6096,-107.02,-86
39.6096,-107.011,-93
39.6093,-107.047,-105
39.6093,-107.047,-105
39.6093,-107.046,-105
39.6093,-107.045,-105
39.6093,-107.045,-107
39.6093,-107.039,-93
39.6093,-107.038,-103
39.6093,-107.036,-97
39.6093,-107.034,-102
39.6093,-107.033,-96
39.6093,-107.033,-96
39.6093,-107.033,-101
39.6093,-107.033,-99
39.6093,-107.032,-97
39.6093,-107.025,-85
39.6093,-107.022,-108
39.6093,-107.022,-89
39.6093,-107.021,-88
39.6093,-107.021,-140
39.6093,-107.021,-77
39.6093,-107.02,-81
39.6093,-107.01,-99
39.6093,-107,-98
39.6093,-106.999,-102
39.6093,-106.999,-101
39.6093,-106.999,-98
39.6091,-107.046,-104
39.6091,-107.046,-104
39.6091,-107.046,-105
39.6091,-107.039,-88
39.6091,-107.038,-92
39.6091,-107.038,-96
39.6091,-107.038,-104
39.6091,-107.034,-98
39.6091,-107.034,-96
39.6091,-107.033,-96
39.6091,-107.033,-100
39.6091,-107.033,-98
39.6091,-107.033,-96
39.6091,-107.031,-93
39.6091,-107.022,-89
39.6091,-107.021,-94
39.6091,-107.021,-77
39.6091,-107.02,-90
39.6091,-107.01,-99
39.6091,-107,-100
39.6091,-107,-101
39.6091,-106.999,-98
39.6088,-107.046,-104
39.6088,-107.046,-104
39.6088,-107.046,-103
39.6088,-107.046,-103
39.6088,-107.045,-108
39.6088,-107.039,-86
39.6088,-107.039,-89
39.6088,-107.039,-89
39.6088,-107.038,-90
39.6088,-107.038,-94
39.6088,-107.038,-99
39.6088,-107.034,-97
39.6088,-107.034,-102
39.6088,-107.033,-99
39.6088,-107.033,-101
39.6088,-107.032,-100
39.6088,-107.032,-101
39.6088,-107.031,-94
39.6088,-107.031,-95
39.6088,-107.022,-90
39.6088,-107.02,-83
39.6088,-107.018,-95
39.6088,-107.01,-93
39.6088,-107.01,-98
39.6088,-107.01,-93
39.6088,-106.999,-99
39.6088,-106.999,-99
39.6088,-106.999,-99
39.6088,-106.998,-100
39.6085,-107.046,-104
39.6085,-107.046,-103
39.6085,-107.046,-103
39.6085,-107.04,-98
39.6085,-107.039,-85
39.6085,-107.039,-86
39.6085,-107.039,-87
39.6085,-107.038,-87
39.6085,-107.038,-92
39.6085,-107.035,-99
39.6085,-107.034,-100
39.6085,-107.034,-99
39.6085,-107.034,-99
39.6085,-107.033,-99
39.6085,-107.033,-100
39.6085,-107.032,-101
39.6085,-107.032,-100
39.6085,-107.032,-93
39.6085,-107.031,-92
39.6085,-107.02,-89
39.6085,-107.01,-100
39.6085,-107.01,-94
39.6085,-107.01,-101
39.6085,-107.009,-93
39.6085,-106.999,-102
39.6082,-107.047,-107
39.6082,-107.046,-104
39.6082,-107.046,-103
39.6082,-107.046,-103
39.6082,-107.04,-99
39.6082,-107.04,-97
39.6082,-107.039,-99
39.6082,-107.039,-99
39.6082,-107.039,-86
39.6082,-107.038,-85
39.6082,-107.035,-99
39.6082,-107.035,-103
39.6082,-107.033,-97
39.6082,-107.033,-102
39.6082,-107.033,-102
39.6082,-107.032,-100
39.6082,-107.032,-98
39.6082,-107.02,-85
39.6082,-107.01,-94
39.6082,-107.009,-93
39.6082,-106.998,-103
39.6079,-107.047,-105
39.6079,-107.046,-109
39.6079,-107.046,-103
39.6079,-107.046,-106
39.6079,-107.04,-99
39.6079,-107.039,-99
39.6079,-107.039,-97
39.6079,-107.035,-102
39.6079,-107.035,-102
39.6079,-107.034,-98
39.6079,-107.033,-102
39.6079,-107.033,-102
39.6079,-107.033,-100
39.6079,-107.033,-99
39.6079,-107.021,-85
39.6079,-107.01,-93
39.6079,-106.998,-104
39.6079,-106.978,-102
39.6079,-106.978,-103
39.6077,-107.047,-104
39.6077,-107.047,-103
39.6077,-107.035,-100
39.6077,-107.034,-99
39.6077,-107.034,-98
39.6077,-107.034,-98
39.6077,-107.033,-102
39.6077,-107.033,-100
39.6077,-107.033,-102
39.6077,-106.996,-103
39.6074,-107.035,-99
39.6074,-107.035,-99
39.6074,-107.034,-103
39.6074,-107.034,-98
39.6074,-107.033,-101
39.6074,-106.996,-103
39.6071,-107.047,-109
39.6071,-107.035,-104
39.6071,-107.035,-98
39.6071,-107.035,-104
39.6071,-107.034,-103
39.6071,-107.034,-98
39.6071,-107.004,-94
39.6071,-106.98,-140
39.6068,-107.036,-99
39.6068,-107.035,-99
39.6068,-107.035,-99
39.6068,-107.035,-98
39.6068,-107.035,-103
39.6068,-107.014,-94
39.6066,-107.046,-105
39.6066,-107.036,-99
39.6066,-107.036,-99
39.6066,-107.014,-95
39.6063,-107.047,-102
39.6063,-107.046,-101
39.6063,-107.046,-101
39.6063,-107.036,-101
39.6063,-107.014,-99
39.6063,-107.004,-91
39.606,-107.046,-102
39.606,-107.046,-103
39.606,-107.036,-100
39.606,-107.014,-97
39.606,-107.004,-92
39.6057,-107.046,-102
39.6057,-107.044,-100
39.6057,-107.037,-100
39.6057,-107.034,-101
39.6057,-107.033,-95
39.6057,-107.015,-106
39.6054,-107.045,-103
39.6054,-107.034,-102
39.6054,-107.034,-102
39.6054,-107.033,-95
39.6054,-107.033,-96
39.6054,-107.033,-96
39.6054,-107.032,-94
39.6054,-107.031,-97
39.6052,-107.035,-103
39.6052,-107.034,-102
39.6052,-107.034,-103
39.6052,-107.034,-97
39.6052,-107.033,-99
39.6052,-107.032,-95
39.6052,-107.032,-94
39.6052,-107.032,-94
39.6052,-107.031,-97
39.6049,-107.035,-104
39.6049,-107.035,-103
39.6049,-107.035,-102
39.6049,-107.034,-99
39.6049,-107.034,-99
39.6049,-107.034,-102
39.6049,-107.033,-104
39.6049,-107.033,-98
39.6049,-107.033,-98
39.6049,-107.032,-98
39.6049,-107.032,-94
39.6049,-107.031,-98
39.6049,-107.031,-99
39.6049,-107.031,-98
39.6049,-107.031,-99
39.6049,-107.008,-95
39.6046,-107.044,-111
39.6046,-107.044,-103
39.6046,-107.035,-102
39.6046,-107.035,-101
39.6046,-107.035,-100
39.6046,-107.035,-99
39.6046,-107.034,-99
39.6046,-107.034,-100
39.6046,-107.033,-103
39.6046,-107.033,-99
39.6046,-107.032,-98
39.6046,-107.032,-98
39.6046,-107.031,-103
39.6046,-107.031,-98
39.6043,-107.045,-108
39.6043,-107.044,-106
39.6043,-107.036,-101
39.6043,-107.035,-100
39.6043,-107.035,-100
39.6043,-107.035,-100
39.6043,-107.035,-100
39.6043,-107.034,-100
39.6043,-107.033,-99
39.6043,-107.033,-99
39.6043,-107.032,-99
39.6043,-107.032,-99
39.6043,-107.031,-99
39.6041,-107.036,-102
39.6041,-107.036,-101
39.6041,-107.036,-101
39.6041,-107.035,-100
39.6041,-107.035,-101
39.6041,-107.035,-100
39.6041,-107.035,-100
39.6041,-107.034,-100
39.6041,-107.034,-100
39.6041,-107.033,-100
39.6041,-107.033,-99
39.6041,-107.033,-99
39.6041,-107.032,-99
39.6041,-107.032,-99
39.6041,-107.032,-98
39.6041,-107.015,-96
39.6041,-107.015,-97
39.6038,-107.037,-103
39.6038,-107.036,-103
39.6038,-107.036,-101
39.6038,-107.036,-101
39.6038,-107.036,-101
39.6038,-107.035,-101
39.6038,-107.035,-100
39.6038,-107.035,-101
39.6038,-107.034,-101
39.6038,-107.034,-100
39.6038,-107.034,-100
39.6038,-107.033,-99
39.6038,-107.033,-99
39.6038,-107.032,-99
39.6038,-107.031,-99
39.6038,-107.031,-101
39.6038,-107.015,-101
39.6038,-107.015,-96
39.6035,-107.037,-103
39.6035,-107.037,-102
39.6035,-107.036,-106
39.6035,-107.036,-106
39.6035,-107.036,-101
39.6035,-107.036,-101
39.6035,-107.035,-101
39.6035,-107.035,-102
39.6035,-107.034,-101
39.6035,-107.033,-100
39.6035,-107.033,-100
39.6035,-107.033,-99
39.6035,-107.033,-99
39.6035,-107.031,-100
39.6035,-107.031,-99
39.6035,-107.015,-115
39.6035,-107.015,-103
39.6032,-107.041,-109
39.6032,-107.038,-103
39.6032,-107.037,-103
39.6032,-107.037,-103
39.6032,-107.037,-101
39.6032,-107.036,-101
39.6032,-107.036,-101
39.6032,-107.036,-101
39.6032,-107.035,-102
39.6032,-107.035,-102
39.6032,-107.035,-102
39.6032,-107.034,-100
39.6032,-107.033,-100
39.6032,-107.033,-100
39.6032,-107.033,-99
39.6032,-107.031,-101
39.6032,-107.015,-86
39.6032,-107.015,-89
39.6032,-107.015,-99
39.6029,-107.042,-103
39.6029,-107.041,-109
39.6029,-107.041,-110
39.6029,-107.041,-109
39.6029,-107.041,-108
39.6029,-107.04,-105
39.6029,-107.04,-106
39.6029,-107.038,-105
39.6029,-107.038,-104
39.6029,-107.038,-103
39.6029,-107.037,-102
39.6029,-107.037,-102
39.6029,-107.037,-102
39.6029,-107.036,-102
39.6029,-107.036,-101
39.6029,-107.036,-103
39.6029,-107.035,-102
39.6029,-107.035,-102
39.6029,-107.035,-102
39.6029,-107.034,-101
39.6029,-107.034,-101
39.6029,-107.034,-100
39.6029,-107.033,-100
39.6029,-107.033,-100
39.6029,-107.032,-100
39.6029,-107.031,-100
39.6029,-107.015,-87
39.6029,-107.015,-86
39.6029,-107.015,-86
39.6029,-107.015,-92
39.6027,-107.042,-104
39.6027,-107.041,-108
39.6027,-107.041,-107
39.6027,-107.041,-108
39.6027,-107.041,-105
39.6027,-107.038,-104
39.6027,-107.038,-102
39.6027,-107.038,-102
39.6027,-107.037,-102
39.6027,-107.037,-102
39.6027,-107.037,-102
39.6027,-107.036,-103
39.6027,-107.035,-103
39.6027,-107.035,-102
39.6027,-107.034,-101
39.6027,-107.034,-101
39.6027,-107.034,-101
39.6027,-107.032,-100
39.6027,-107.032,-100
39.6027,-107.032,-105
39.6027,-107.031,-102
39.6027,-107.031,-101
39.6024,-107.043,-104
39.6024,-107.042,-104
39.6024,-107.042,-105
39.6024,-107.041,-105
39.6024,-107.041,-105
39.6024,-107.039,-103
39.6024,-107.038,-103
39.6024,-107.038,-103
39.6024,-107.038,-102
39.6024,-107.037,-102
39.6024,-107.036,-103
39.6024,-107.036,-103
39.6024,-107.036,-103
39.6024,-107.035,-103
39.6024,-107.035,-102
39.6024,-107.034,-102
39.6024,-107.034,-101
39.6024,-107.032,-106
39.6024,-107.031,-105
39.6021,-107.042,-105
39.6021,-107.042,-105
39.6021,-107.042,-104
39.6021,-107.041,-104
39.6021,-107.04,-103
39.6021,-107.039,-105
39.6021,-107.039,-105
39.6021,-107.039,-103
39.6021,-107.038,-103
39.6021,-107.037,-102
39.6021,-107.037,-102
39.6021,-107.036,-103
39.6021,-107.036,-104
39.6021,-107.036,-103
39.6021,-107.035,-102
39.6021,-107.035,-103
39.6021,-107.035,-103
39.6021,-107.035,-103
39.6021,-107.034,-103
39.6021,-107.033,-100
39.6021,-107.033,-100
39.6021,-107.032,-106
39.6021,-107.031,-105
39.6021,-107.031,-105
39.6021,-107.031,-101
39.6018,-107.04,-104
39.6018,-107.04,-105
39.6018,-107.039,-104
39.6018,-107.039,-103
39.6018,-107.039,-103
39.6018,-107.038,-106
39.6018,-107.038,-107
39.6018,-107.037,-102
39.6018,-107.037,-102
39.6018,-107.036,-103
39.6018,-107.035,-103
39.6018,-107.035,-103
39.6018,-107.035,-103
39.6018,-107.033,-100
39.6018,-107.033,-100
39.6018,-107.033,-105
39.6018,-107.032,-100
39.6018,-107.031,-100
39.6018,-107.022,-91
39.6018,-107.021,-94
39.6018,-107.021,-96
39.6018,-107.001,-98
39.6018,-106.982,-139
39.6016,-107.04,-104
39.6016,-107.04,-103
39.6016,-107.038,-103
39.6016,-107.038,-103
39.6016,-107.037,-103
39.6016,-107.037,-103
39.6016,-107.037,-102
39.6016,-107.035,-103
39.6016,-107.035,-103
39.6016,-107.033,-101
39.6016,-107.033,-105
39.6016,-107.033,-105
39.6016,-107.032,-100
39.6016,-107.031,-100
39.6016,-107.021,-95
39.6016,-107.007,-98
39.6016,-107.007,-98
39.6016,-107.007,-99
39.6013,-107.041,-104
39.6013,-107.04,-105
39.6013,-107.04,-104
39.6013,-107.04,-104
39.6013,-107.038,-103
39.6013,-107.038,-103
39.6013,-107.037,-104
39.6013,-107.037,-103
39.6013,-107.036,-102
39.6013,-107.036,-102
39.6013,-107.036,-102
39.6013,-107.035,-103
39.6013,-107.034,-101
39.6013,-107.033,-105
39.6013,-107.032,-100
39.6013,-107.031,-100
39.6013,-107.008,-99
39.6013,-107.007,-99
39.6013,-107.007,-99
39.6013,-107.007,-99
39.6013,-107.006,-100
39.601,-107.041,-104
39.601,-107.041,-105
39.601,-107.041,-105
39.601,-107.04,-104
39.601,-107.04,-104
39.601,-107.04,-104
39.601,-107.037,-103
39.601,-107.036,-103
39.601,-107.036,-103
39.601,-107.036,-102
39.601,-107.033,-101
39.601,-107.008,-100
39.601,-107.008,-100
39.601,-107.008,-100
39.601,-107.007,-100
39.601,-107.007,-105
39.601,-107.007,-100
39.601,-107.006,-100
39.6007,-107.04,-107
39.6007,-107.037,-107
39.6007,-107.037,-107
39.6007,-107.036,-106
39.6007,-107.036,-103
39.6007,-107.036,-103
39.6007,-107.034,-101
39.6007,-107.033,-101
39.6007,-107.033,-101
39.6007,-107.008,-110
39.6007,-107.008,-101
39.6007,-107.008,-100
39.6004,-107.037,-107
39.6004,-107.037,-103
39.6004,-107.036,-106
39.6004,-107.035,-103
39.6004,-107.032,-101
39.6004,-107.032,-102
39.6004,-106.985,-140
39.6002,-107.037,-103
39.6002,-107.037,-107
39.6002,-107.035,-104
39.6002,-107.035,-104
39.6002,-107.035,-107
39.6002,-107.031,-101
39.6002,-107.031,-103
39.5999,-107.035,-104
39.5999,-107.035,-109
39.5999,-107.035,-109
39.5999,-107.034,-105
39.5999,-107.032,-101
39.5999,-107.031,-100
39.5999,-107.031,-100
39.5999,-107.03,-102
39.5999,-107.03,-111
39.5999,-107.029,-108
39.5999,-107.026,-96
39.5996,-107.036,-104
39.5996,-107.033,-102
39.5996,-107.032,-101
39.5996,-107.032,-102
39.5996,-107.032,-101
39.5996,-107.031,-100
39.5996,-107.031,-113
39.5996,-107.031,-106
39.5996,-107.03,-107
39.5996,-107.03,-99
39.5996,-107.029,-111
39.5996,-107.028,-108
39.5996,-107.028,-109
39.5996,-107.028,-113
39.5996,-107.027,-98
39.5996,-107,-101
39.5993,-107.033,-101
39.5993,-107.032,-102
39.5993,-107.032,-102
39.5993,-107.032,-100
39.5993,-107.031,-105
39.5993,-107.031,-100
39.5993,-107.031,-100
39.5993,-107.03,-102
39.5993,-107.03,-108
39.5993,-107.03,-104
39.5993,-107.03,-113
39.5993,-107.029,-99
39.5993,-107.029,-114
39.5993,-107.028,-109
39.5993,-107.028,-110
39.5993,-107.028,-114
39.5993,-107.027,-102
39.5993,-107.027,-96
39.5993,-107.027,-96
39.5991,-107.039,-104
39.5991,-107.039,-104
39.5991,-107.032,-103
39.5991,-107.031,-107
39.5991,-107.031,-100
39.5991,-107.031,-100
39.5991,-107.03,-102
39.5991,-107.03,-100
39.5991,-107.03,-104
39.5991,-107.029,-117
39.5991,-107.029,-114
39.5991,-107.028,-111
39.5991,-107.028,-111
39.5991,-107.028,-105
39.5991,-107.027,-98
39.5991,-107.027,-97
39.5988,-107.033,-101
39.5988,-107.032,-100
39.5988,-107.031,-102
39.5988,-107.031,-102
39.5988,-107.031,-100
39.5988,-107.03,-100
39.5988,-107.03,-101
39.5988,-107.03,-103
39.5988,-107.029,-99
39.5988,-107.029,-99
39.5988,-107.029,-115
39.5988,-107.028,-111
39.5988,-107.028,-100
39.5988,-107.028,-109
39.5988,-107.027,-98
39.5988,-107.027,-97
39.5985,-107.036,-105
39.5985,-107.036,-106
39.5985,-107.032,-101
39.5985,-107.031,-102
39.5985,-107.031,-100
39.5985,-107.031,-103
39.5985,-107.029,-100
39.5985,-107.029,-99
39.5985,-107.029,-117
39.5985,-107.028,-100
39.5985,-107.028,-97
39.5985,-107.028,-109
39.5985,-107.027,-103
39.5985,-107.027,-97
39.5985,-106.999,-103
39.5985,-106.999,-103
39.5982,-107.037,-104
39.5982,-107.032,-101
39.5982,-107.031,-106
39.5982,-107.031,-102
39.5982,-107.031,-100
39.5982,-107.03,-100
39.5982,-107.03,-102
39.5982,-107.029,-100
39.5982,-107.029,-99
39.5982,-107.028,-101
39.5982,-107.028,-98
39.5982,-107.028,-110
39.5982,-107.028,-109
39.5982,-107.027,-105
39.5982,-107.024,-95
39.5982,-106.999,-100
39.5982,-106.999,-102
39.5979,-107.032,-101
39.5979,-107.032,-101
39.5979,-107.031,-112
39.5979,-107.03,-101
39.5979,-107.029,-99
39.5979,-107.029,-102
39.5979,-107.028,-98
39.5979,-107.028,-108
39.5979,-107.027,-106
39.5979,-107.025,-99
39.5979,-106.999,-100
39.5979,-106.999,-102
